"","born","Died","sex","age_at_debut","ad_cat","mamed","delta"
"39137","1915-09-22",2002,"Male",33,"26+","ne",1
"39138","1945-12-11",NA,"Male",27,"26+","ne",0
"39139","1940-11-16",NA,"Male",36,"26+","ne",0
"39140","1964-04-19",NA,"Male",20,"do_22","ne",0
"39141","1886-01-07",1938,"Male",34,"26+","ano",1
"39142","1958-12-04",NA,"Male",38,"26+","ne",0
"39143","1914-12-24",2010,"Male",38,"26+","ne",1
"39144","1943-12-02",2014,"Male",33,"26+","ne",1
"39145","1859-10-15",1929,"Male",49,"26+","ne",1
"39146","1879-12-17",1947,"Male",41,"26+","ano",1
"39147","1870-05-11",1920,"Male",42,"26+","ano",1
"39148","1879-11-02",1951,"Male",45,"26+","ano",1
"39149","1896-01-27",1973,"Male",36,"26+","ne",1
"39150","1884-10-28",1971,"Male",40,"26+","ano",1
"39151","1955-09-16",NA,"Male",21,"do_22","ne",0
"39152","1873-07-13",1932,"Male",35,"26+","ano",1
"39153","1931-11-20",NA,"Male",25,"ostatni","ne",0
"39154","1950-09-20",NA,"Male",38,"26+","ne",0
"39155","1931-10-30",NA,"Male",33,"26+","ne",0
"39156","1879-09-17",1930,"Male",41,"26+","ano",1
"39157","1884-10-06",1966,"Male",36,"26+","ano",1
"39158","1875-06-14",1924,"Male",37,"26+","ano",1
"39159","1874-02-03",1945,"Male",38,"26+","ano",1
"39160","1947-04-18",NA,"Male",21,"do_22","ne",0
"39161","1904-02-24",1970,"Male",28,"26+","ne",1
"39162","1951-10-28",NA,"Male",33,"26+","ne",0
"39163","1898-05-23",1996,"Male",26,"ostatni","ano",1
"39164","1906-02-17",1968,"Male",42,"26+","ne",1
"39165","1968-12-06",NA,"Male",20,"do_22","ne",0
"39166","1975-05-25",NA,"Male",21,"do_22","ne",0
"39167","1934-10-26",NA,"Male",30,"26+","ne",0
"39168","1950-02-13",NA,"Male",26,"ostatni","ne",0
"39169","1956-06-28",NA,"Male",28,"26+","ne",0
"39170","1890-04-07",1958,"Male",42,"26+","ne",1
"39171","1912-03-04",2000,"Male",36,"26+","ano",1
"39172","1943-03-09",NA,"Male",33,"26+","ne",0
"39173","1882-02-19",1968,"Male",38,"26+","ano",1
"39174","1966-02-16",NA,"Male",30,"26+","ne",0
"39175","1936-01-31",NA,"Male",32,"26+","ne",0
"39176","1930-01-07",NA,"Male",26,"ostatni","ne",0
"39177","1966-03-04",NA,"Male",26,"ostatni","ne",0
"39178","1856-03-30",1927,"Male",40,"26+","ne",1
"39179","1907-05-04",2014,"Male",41,"26+","ne",1
"39180","1894-02-26",1989,"Male",30,"26+","ne",1
"39181","1937-08-25",NA,"Male",27,"26+","ano",0
"39182","1852-04-05",1920,"Male",56,"26+","ano",1
"39183","1874-06-23",1921,"Male",34,"26+","ano",1
"39184","1878-12-26",1931,"Male",42,"26+","ano",1
"39185","1928-01-19",NA,"Male",28,"26+","ne",0
"39186","1967-03-19",NA,"Male",21,"do_22","ne",0
"39187","1944-09-17",NA,"Male",24,"ostatni","ano",0
"39188","1938-04-02",NA,"Male",50,"26+","ne",0
"39189","1950-04-21",NA,"Male",34,"26+","ne",0
"44676","1970-05-20",NA,"Female",22,"ostatni","ano",0
"44677","1935-03-05",NA,"Female",17,"do_22","ano",0
"44678","1888-12-22",1950,"Female",32,"26+","ne",1
"44679","1949-01-02",NA,"Female",15,"do_22","ano",0
"44680","1962-08-25",NA,"Female",22,"ostatni","ano",0
"44681","1953-06-05",NA,"Female",15,"do_22","ano",0
"44682","1957-01-31",NA,"Female",15,"do_22","ano",0
"44683","1968-07-29",NA,"Female",24,"ostatni","ano",0
"44684","1951-09-30",NA,"Female",17,"do_22","ano",0
"44685","1951-09-20",NA,"Female",17,"do_22","ano",0
"44686","1971-12-17",NA,"Female",17,"do_22","ano",0
"44687","1955-07-23",NA,"Female",17,"do_22","ne",0
"44688","1903-09-18",1927,"Female",21,"do_22","ano",1
"44689","1981-10-29",NA,"Female",15,"do_22","ano",0
"44690","1903-03-06",1989,"Female",25,"ostatni","ano",1
"44691","1903-03-06",1989,"Female",21,"do_22","ano",1
"44692","1956-10-16",NA,"Female",16,"do_22","ano",0
"44693","1980-05-06",NA,"Female",16,"do_22","ano",0
"44694","1973-03-15",NA,"Female",23,"ostatni","ano",0
"44695","1902-02-27",1978,"Female",18,"do_22","ano",1
"44696","1955-03-06",NA,"Female",21,"do_22","ano",0
"44697","1960-10-27",NA,"Female",16,"do_22","ne",0
"44698","1943-08-26",NA,"Female",17,"do_22","ano",0
"44699","1981-05-21",NA,"Female",15,"do_22","ano",0
"44700","1899-08-20",1990,"Female",21,"do_22","ne",1
"44701","1931-11-23",2015,"Female",25,"ostatni","ano",1
"44702","1949-05-23",NA,"Female",15,"do_22","ano",0
"44703","1916-07-19",2011,"Female",20,"do_22","ano",1
"44704","1956-08-25",NA,"Female",20,"do_22","ne",0
"44705","1967-03-06",NA,"Female",21,"do_22","ne",0
"44706","1943-03-22",NA,"Female",17,"do_22","ano",0
"44707","1947-09-17",NA,"Female",17,"do_22","ano",0
"44708","1915-02-16",2000,"Female",17,"do_22","ne",1
"44709","1951-01-04",NA,"Female",17,"do_22","ne",0
"44710","1954-05-27",NA,"Female",18,"do_22","ano",0
"44711","1963-01-11",NA,"Female",21,"do_22","ano",0
"44712","1907-11-02",1979,"Female",17,"do_22","ne",1
"44713","1959-06-13",NA,"Female",17,"do_22","ano",0
"44714","1962-12-25",NA,"Female",30,"26+","ano",0
"44715","1975-10-26",NA,"Female",21,"do_22","ne",0
"44716","1975-10-26",NA,"Female",25,"ostatni","ne",0
"44717","1955-01-19",NA,"Female",17,"do_22","ne",0
"44718","1966-06-11",NA,"Female",18,"do_22","ano",0
"44719","1950-06-13",NA,"Female",22,"ostatni","ano",0
"44720","1905-03-10",1978,"Female",19,"do_22","ne",1
"44721","1912-01-23",1940,"Female",16,"do_22","ano",1
"44722","1946-05-15",NA,"Female",18,"do_22","ano",0
"44723","1940-04-18",NA,"Female",16,"do_22","ano",0
"44724","1944-07-19",NA,"Female",20,"do_22","ne",0
"44725","1930-02-05",2010,"Female",18,"do_22","ano",1
"44726","1963-03-12",NA,"Female",21,"do_22","ano",0
"44727","1920-12-21",NA,"Female",16,"do_22","ne",0
"44728","1926-03-06",2012,"Female",22,"ostatni","ano",1
"44729","1950-06-11",NA,"Female",18,"do_22","ano",0
"44730","1947-04-26",NA,"Female",13,"do_22","ano",0
"44731","1957-05-08",NA,"Female",15,"do_22","ano",0
"44732","1945-01-13",NA,"Female",15,"do_22","ano",0
"44733","1905-06-06",1963,"Female",19,"do_22","ano",1
"44734","1924-12-31",2010,"Female",24,"ostatni","ano",1
"44735","1947-03-07",NA,"Female",17,"do_22","ano",0
"44736","1918-10-09",2007,"Female",18,"do_22","ano",1
"44737","1971-02-19",NA,"Female",25,"ostatni","ano",0
"44738","1905-10-23",2003,"Female",19,"do_22","ano",1
"44739","1946-11-28",NA,"Female",18,"do_22","ano",0
"44740","1929-10-22",NA,"Female",19,"do_22","ano",0
"44741","1953-09-12",NA,"Female",19,"do_22","ne",0
"44742","1971-08-28",NA,"Female",17,"do_22","ano",0
"44743","1910-12-19",1989,"Female",18,"do_22","ano",1
"44744","1948-07-17",NA,"Female",16,"do_22","ano",0
"44745","1969-05-23",NA,"Female",19,"do_22","ne",0
"44746","1946-02-04",NA,"Female",18,"do_22","ano",0
"44747","1906-11-22",1998,"Female",18,"do_22","ano",1
"44748","1958-11-04",NA,"Female",18,"do_22","ano",0
"44749","1914-07-24",2004,"Female",18,"do_22","ne",1
"44750","1977-12-15",NA,"Female",19,"do_22","ano",0
"44751","1933-10-30",NA,"Female",19,"do_22","ne",0
"44752","1918-11-07",1988,"Female",18,"do_22","ano",1
"44753","1933-04-05",2011,"Female",19,"do_22","ne",1
"44754","1909-06-12",1998,"Female",23,"ostatni","ano",1
"44755","1909-06-12",1998,"Female",19,"do_22","ano",1
"44756","1907-11-26",1974,"Female",17,"do_22","ano",1
"44757","1922-11-18",1992,"Female",14,"do_22","ano",1
"44758","1953-02-19",NA,"Female",15,"do_22","ne",0
"44759","1937-07-23",NA,"Female",19,"do_22","ne",0
"44760","1915-09-21",1994,"Female",21,"do_22","ne",1
"44761","1914-07-02",1996,"Female",14,"do_22","ne",1
"44762","1947-11-12",NA,"Female",17,"do_22","ano",0
"44763","1946-08-13",NA,"Female",18,"do_22","ano",0
"44764","1955-11-23",NA,"Female",21,"do_22","ne",0
"44765","1939-10-24",NA,"Female",17,"do_22","ne",0
"44766","1933-11-06",NA,"Female",19,"do_22","ne",0
"44767","1899-10-25",1976,"Female",21,"do_22","ne",1
"44768","1900-07-22",1970,"Female",20,"do_22","ano",1
"44769","1949-11-30",NA,"Female",19,"do_22","ano",0
"44770","1972-12-16",NA,"Female",20,"do_22","ano",0
"44771","1951-05-15",NA,"Female",17,"do_22","ano",0
"44772","1946-12-26",NA,"Female",18,"do_22","ano",0
"44773","1958-09-02",NA,"Female",18,"do_22","ne",0
"44774","1970-03-09",NA,"Female",18,"do_22","ne",0
"44775","1958-03-10",NA,"Female",18,"do_22","ne",0
"44776","1956-11-17",NA,"Female",16,"do_22","ne",0
"44777","1969-01-12",NA,"Female",19,"do_22","ne",0
"44778","1947-12-01",NA,"Female",17,"do_22","ne",0
"44779","1958-02-04",NA,"Female",18,"do_22","ne",0
"44780","1971-03-19",NA,"Female",17,"do_22","ano",0
"44781","1924-05-26",NA,"Female",24,"ostatni","ano",0
"44782","1947-08-11",NA,"Female",21,"do_22","ano",0
"44783","1962-05-31",NA,"Female",22,"ostatni","ne",0
"44784","1951-09-29",NA,"Female",17,"do_22","ne",0
"44785","1911-06-19",1991,"Female",17,"do_22","ne",1
"44786","1962-04-17",NA,"Female",22,"ostatni","ano",0
"44787","1913-12-06",2004,"Female",15,"do_22","ano",1
"44788","1961-06-06",NA,"Female",15,"do_22","ano",0
"44789","1945-08-23",NA,"Female",15,"do_22","ne",0
"44790","1906-04-26",2001,"Female",22,"ostatni","ne",1
"44791","1977-02-16",NA,"Female",19,"do_22","ano",0
"44792","1974-05-13",NA,"Female",22,"ostatni","ano",0
"44793","1950-03-26",NA,"Female",18,"do_22","ne",0
"44794","1929-09-15",NA,"Female",19,"do_22","ne",0
"44795","1960-03-10",NA,"Female",16,"do_22","ano",0
"44796","1914-09-25",2014,"Female",18,"do_22","ano",1
"44797","1967-09-11",NA,"Female",17,"do_22","ano",0
"44798","1969-06-08",NA,"Female",23,"ostatni","ne",0
"44799","1969-08-28",NA,"Female",19,"do_22","ne",0
"44800","1948-05-12",NA,"Female",20,"do_22","ano",0
"44801","1971-05-18",NA,"Female",17,"do_22","ano",0
"44802","1964-01-10",NA,"Female",24,"ostatni","ano",0
"44803","1964-01-10",NA,"Female",20,"do_22","ano",0
"44804","1931-03-24",1999,"Female",17,"do_22","ano",1
"44805","1933-09-17",2017,"Female",19,"do_22","ano",1
"44806","1978-06-17",NA,"Female",18,"do_22","ne",0
"44807","1955-05-28",NA,"Female",17,"do_22","ano",0
"44808","1942-08-24",NA,"Female",18,"do_22","ano",0
"44809","1911-09-26",2000,"Female",25,"ostatni","ano",1
"44810","1911-09-26",2000,"Female",21,"do_22","ano",1
"44811","1944-07-26",NA,"Female",24,"ostatni","ano",0
"44812","1974-12-22",NA,"Female",18,"do_22","ano",0
"44813","1938-09-14",NA,"Female",18,"do_22","ano",0
"44814","1949-12-19",NA,"Female",15,"do_22","ano",0
"44815","1962-02-08",NA,"Female",14,"do_22","ne",0
"44816","1968-03-18",NA,"Female",20,"do_22","ano",0
"44817","1950-06-03",NA,"Female",18,"do_22","ano",0
"44818","1907-02-10",1979,"Female",17,"do_22","ano",1
"44819","1966-01-29",NA,"Female",26,"ostatni","ne",0
"44820","1908-07-18",1933,"Female",20,"do_22","ano",1
"44821","1907-10-27",1996,"Female",21,"do_22","ano",1
"44822","1926-07-02",NA,"Female",22,"ostatni","ne",0
"44823","1917-09-11",2010,"Female",19,"do_22","ano",1
"44824","1959-07-14",NA,"Female",17,"do_22","ne",0
"44825","1926-06-01",2014,"Female",22,"ostatni","ne",1
"44826","1972-11-07",NA,"Female",24,"ostatni","ano",0
"44827","1912-08-07",1994,"Female",16,"do_22","ne",1
"44828","1962-12-11",NA,"Female",22,"ostatni","ne",0
"44829","1902-02-04",2000,"Female",18,"do_22","ne",1
"44830","1971-04-01",NA,"Female",21,"do_22","ano",0
"44831","1963-06-26",NA,"Female",25,"ostatni","ne",0
"44832","1913-06-19",1970,"Female",19,"do_22","ano",1
"44833","1959-03-30",NA,"Female",17,"do_22","ne",0
"44834","1937-10-15",2005,"Female",19,"do_22","ano",1
"44835","1938-01-27",NA,"Female",18,"do_22","ne",0
"44836","1957-11-27",NA,"Female",15,"do_22","ano",0
"44837","1967-04-25",NA,"Female",25,"ostatni","ano",0
"44838","1960-02-13",NA,"Female",24,"ostatni","ano",0
"44839","1930-05-12",NA,"Female",22,"ostatni","ano",0
"44840","1966-07-20",NA,"Female",22,"ostatni","ano",0
"44841","1907-10-21",1975,"Female",21,"do_22","ne",1
"44842","1915-08-10",2006,"Female",21,"do_22","ano",1
"44843","1910-01-04",1992,"Female",18,"do_22","ano",1
"44844","1913-07-22",1948,"Female",19,"do_22","ne",1
"44845","1964-10-27",NA,"Female",20,"do_22","ano",0
"44846","1904-12-15",1991,"Female",16,"do_22","ano",1
"44847","1954-06-04",NA,"Female",18,"do_22","ano",0
"44848","1928-06-14",1966,"Female",20,"do_22","ne",1
"44849","1978-04-19",NA,"Female",18,"do_22","ne",0
"44850","1952-08-14",NA,"Female",16,"do_22","ano",0
"44851","1956-06-04",NA,"Female",16,"do_22","ne",0
"44852","1966-01-15",NA,"Female",18,"do_22","ano",0
"44853","1962-01-10",NA,"Female",22,"ostatni","ano",0
"44854","1953-01-22",NA,"Female",23,"ostatni","ne",0
"44855","1953-01-22",NA,"Female",19,"do_22","ne",0
"44856","1956-08-30",2017,"Female",16,"do_22","ne",1
"44857","1948-11-23",NA,"Female",20,"do_22","ne",0
"44858","1955-08-14",NA,"Female",21,"do_22","ne",0
"44859","1972-02-28",NA,"Female",24,"ostatni","ne",0
"44860","1913-07-30",2007,"Female",23,"ostatni","ne",1
"44861","1939-03-23",NA,"Female",17,"do_22","ne",0
"44862","1934-11-11",1995,"Female",18,"do_22","ne",1
"44863","1934-11-11",1995,"Female",26,"ostatni","ne",1
"44864","1976-07-21",NA,"Female",16,"do_22","ano",0
"44865","1956-03-20",NA,"Female",16,"do_22","ano",0
"44866","1950-12-22",NA,"Female",26,"ostatni","ne",0
"44867","1949-04-24",NA,"Female",15,"do_22","ne",0
"44868","1909-01-22",1955,"Female",15,"do_22","ano",1
"44869","1934-05-01",NA,"Female",18,"do_22","ne",0
"44870","1931-02-11",NA,"Female",21,"do_22","ano",0
"44871","1931-02-11",NA,"Female",17,"do_22","ano",0
"44872","1911-02-26",1964,"Female",17,"do_22","ano",1
"44873","1950-11-03",NA,"Female",18,"do_22","ano",0
"44874","1968-08-23",NA,"Female",24,"ostatni","ne",0
"44875","1963-05-04",NA,"Female",29,"26+","ne",0
"44876","1896-07-18",1988,"Female",24,"ostatni","ano",1
"44877","1953-10-16",NA,"Female",15,"do_22","ano",0
"44878","1929-05-11",NA,"Female",19,"do_22","ne",0
"44879","1929-06-23",NA,"Female",23,"ostatni","ne",0
"44880","1947-06-16",NA,"Female",21,"do_22","ano",0
"44881","1915-04-05",2014,"Female",21,"do_22","ne",1
"44882","1957-01-26",1986,"Female",15,"do_22","ano",1
"44883","1948-06-18",NA,"Female",16,"do_22","ano",0
"44884","1950-08-27",NA,"Female",22,"ostatni","ano",0
"44885","1950-08-27",NA,"Female",26,"ostatni","ano",0
"44886","1915-07-17",1995,"Female",21,"do_22","ano",1
"44887","1915-07-17",1995,"Female",13,"do_22","ano",1
"44888","1975-04-01",NA,"Female",21,"do_22","ano",0
"44889","1946-08-20",NA,"Female",18,"do_22","ano",0
"44890","1940-06-29",NA,"Female",16,"do_22","ano",0
"44891","1948-06-12",NA,"Female",16,"do_22","ano",0
"44892","1965-07-05",NA,"Female",19,"do_22","ano",0
"44893","1917-06-14",1982,"Female",15,"do_22","ano",1
"44894","1948-08-17",NA,"Female",16,"do_22","ano",0
"44895","1966-03-26",NA,"Female",18,"do_22","ne",0
"44896","1969-04-28",NA,"Female",15,"do_22","ano",0
"44897","1934-05-15",2016,"Female",18,"do_22","ano",1
"44898","1910-09-15",1991,"Female",22,"ostatni","ano",1
"44899","1957-02-26",NA,"Female",15,"do_22","ano",0
"44900","1977-12-23",NA,"Female",19,"do_22","ne",0
"44901","1963-02-04",NA,"Female",25,"ostatni","ano",0
"44902","1963-02-04",NA,"Female",21,"do_22","ano",0
"44903","1942-07-04",NA,"Female",14,"do_22","ano",0
"44904","1923-01-04",1998,"Female",13,"do_22","ano",1
"44905","1974-12-07",NA,"Female",22,"ostatni","ano",0
"44906","1972-10-13",NA,"Female",20,"do_22","ano",0
"44907","1916-04-20",1992,"Female",20,"do_22","ano",1
"44908","1968-05-25",NA,"Female",28,"26+","ano",0
"44909","1953-08-13",NA,"Female",19,"do_22","ano",0
"44910","1893-04-11",1961,"Female",27,"26+","ano",1
"44911","1910-07-11",1983,"Female",14,"do_22","ne",1
"44912","1943-01-05",NA,"Female",17,"do_22","ano",0
"44913","1939-05-10",NA,"Female",17,"do_22","ano",0
"44914","1927-05-28",2001,"Female",25,"ostatni","ne",1
"44915","1957-01-13",NA,"Female",27,"26+","ano",0
"44916","1946-09-20",NA,"Female",18,"do_22","ano",0
"44917","1952-02-03",NA,"Female",16,"do_22","ano",0
"44918","1956-07-10",NA,"Female",16,"do_22","ano",0
"44919","1937-02-13",NA,"Female",19,"do_22","ano",0
"44920","1957-02-23",NA,"Female",19,"do_22","ano",0
"44921","1953-03-10",NA,"Female",19,"do_22","ne",0
"44922","1970-05-25",NA,"Female",26,"ostatni","ano",0
"44923","1938-05-20",NA,"Female",18,"do_22","ano",0
"44924","1981-11-20",NA,"Female",15,"do_22","ne",0
"44925","1951-02-08",NA,"Female",21,"do_22","ano",0
"44926","1906-07-21",1994,"Female",18,"do_22","ano",1
"44927","1958-09-25",NA,"Female",18,"do_22","ne",0
"44928","1943-01-31",NA,"Female",17,"do_22","ano",0
"44929","1937-07-06",NA,"Female",15,"do_22","ne",0
"44930","1968-02-12",NA,"Female",16,"do_22","ano",0
"44931","1935-02-02",NA,"Female",17,"do_22","ano",0
"44932","1961-05-27",NA,"Female",15,"do_22","ano",0
"44933","1946-05-11",NA,"Female",18,"do_22","ano",0
"44934","1942-05-20",NA,"Female",18,"do_22","ano",0
"44935","1948-11-09",2013,"Female",16,"do_22","ano",1
"44936","1928-11-22",2011,"Female",20,"do_22","ne",1
"44937","1928-11-22",2011,"Female",24,"ostatni","ne",1
"44938","1936-04-11",NA,"Female",20,"do_22","ano",0
"44939","1971-09-09",NA,"Female",25,"ostatni","ano",0
"44940","1951-07-30",NA,"Female",17,"do_22","ano",0
"44941","1941-05-20",NA,"Female",23,"ostatni","ne",0
"44942","1969-03-18",NA,"Female",27,"26+","ano",0
"44943","1974-12-18",NA,"Female",18,"do_22","ano",0
"44944","1978-03-12",NA,"Female",18,"do_22","ano",0
"44945","1971-12-29",NA,"Female",25,"ostatni","ano",0
"44946","1973-02-26",NA,"Female",19,"do_22","ano",0
"44947","1967-04-15",NA,"Female",17,"do_22","ano",0
"44948","1965-06-06",NA,"Female",19,"do_22","ne",0
"44949","1902-03-21",1981,"Female",18,"do_22","ne",1
"44950","1969-05-07",NA,"Female",27,"26+","ano",0
"44951","1960-02-07",NA,"Female",16,"do_22","ne",0
"44952","1973-02-15",NA,"Female",23,"ostatni","ano",0
"44953","1952-05-26",NA,"Female",16,"do_22","ano",0
"44954","1944-01-13",NA,"Female",16,"do_22","ano",0
"44955","1977-07-21",NA,"Female",19,"do_22","ano",0
"44956","1974-07-22",NA,"Female",18,"do_22","ano",0
"44957","1906-03-15",1965,"Female",14,"do_22","ano",1
"44958","1970-07-01",NA,"Female",18,"do_22","ano",0
"44959","1945-01-07",NA,"Female",15,"do_22","ano",0
"44960","1950-07-11",NA,"Female",14,"do_22","ano",0
"44961","1965-03-25",NA,"Female",19,"do_22","ano",0
"44962","1906-05-15",1992,"Female",18,"do_22","ano",1
"44963","1958-06-27",NA,"Female",18,"do_22","ano",0
"44964","1960-06-30",NA,"Female",16,"do_22","ne",0
"44965","1968-10-20",NA,"Female",16,"do_22","ano",0
"44966","1979-08-21",NA,"Female",17,"do_22","ano",0
"44967","1952-05-13",NA,"Female",16,"do_22","ano",0
"44968","1941-05-18",NA,"Female",19,"do_22","ano",0
"44969","1955-11-05",NA,"Female",21,"do_22","ano",0
"44970","1926-02-18",NA,"Female",22,"ostatni","ne",0
"44971","1945-12-18",NA,"Female",15,"do_22","ano",0
"44972","1902-01-06",1995,"Female",18,"do_22","ano",1
"44973","1964-02-07",NA,"Female",20,"do_22","ano",0
"44974","1955-06-24",NA,"Female",17,"do_22","ne",0
"44975","1955-03-05",NA,"Female",21,"do_22","ano",0
"44976","1964-11-25",2003,"Female",20,"do_22","ano",1
"44977","1957-03-06",NA,"Female",15,"do_22","ne",0
"44978","1968-02-15",NA,"Female",20,"do_22","ano",0
"44979","1925-07-13",NA,"Female",23,"ostatni","ano",0
"44980","1868-04-07",1940,"Male",36,"26+","ano",1
"44981","1922-12-27",1965,"Male",26,"ostatni","ano",1
"44982","1945-04-04",NA,"Male",19,"do_22","ne",0
"44983","1945-11-13",1990,"Male",19,"do_22","ano",1
"44984","1943-08-26",NA,"Male",21,"do_22","ano",0
"44985","1955-07-13",NA,"Male",21,"do_22","ano",0
"44986","1955-02-12",NA,"Male",17,"do_22","ano",0
"44987","1896-05-23",1943,"Male",24,"ostatni","ano",1
"44988","1951-03-06",NA,"Male",17,"do_22","ne",0
"44989","1968-12-04",NA,"Male",20,"do_22","ano",0
"44990","1901-04-08",1975,"Male",19,"do_22","ne",1
"44991","1943-05-23",NA,"Male",17,"do_22","ano",0
"44992","1949-06-27",NA,"Male",19,"do_22","ne",0
"44993","1966-11-30",NA,"Male",22,"ostatni","ano",0
"44994","1971-06-10",NA,"Male",17,"do_22","ne",0
"44995","1965-10-08",NA,"Male",19,"do_22","ano",0
"44996","1909-09-02",1979,"Male",19,"do_22","ne",1
"44997","1940-07-29",NA,"Male",20,"do_22","ano",0
"44998","1949-12-29",1990,"Male",27,"26+","ano",1
"44999","1899-07-23",1991,"Male",21,"do_22","ne",1
"45000","1955-04-18",NA,"Male",21,"do_22","ano",0
"45001","1962-05-12",NA,"Male",26,"ostatni","ne",0
"45002","1935-07-19",NA,"Male",21,"do_22","ano",0
"45003","1904-02-23",1991,"Male",20,"do_22","ano",1
"45004","1973-03-29",NA,"Male",23,"ostatni","ano",0
"45005","1931-06-05",1956,"Male",21,"do_22","ano",1
"45006","1952-04-17",NA,"Male",20,"do_22","ano",0
"45007","1956-07-23",NA,"Male",20,"do_22","ano",0
"45008","1972-02-01",NA,"Male",24,"ostatni","ne",0
"45009","1945-07-29",1990,"Male",23,"ostatni","ano",1
"45010","1972-01-11",NA,"Male",20,"do_22","ano",0
"45011","1951-01-11",NA,"Male",21,"do_22","ne",0
"45012","1925-05-19",2010,"Male",27,"26+","ne",1
"45013","1973-06-01",NA,"Male",23,"ostatni","ne",0
"45014","1963-03-13",NA,"Male",21,"do_22","ano",0
"45015","1924-08-30",2013,"Male",24,"ostatni","ano",1
"45016","1962-07-01",NA,"Male",22,"ostatni","ano",0
"45017","1911-02-24",2000,"Male",21,"do_22","ne",1
"45018","1953-08-11",1998,"Male",19,"do_22","ne",1
"45019","1910-11-08",1971,"Male",18,"do_22","ano",1
